Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell temperature (°C),°C,measurement cell relative humidity (%),measurement cell relative humidity (%),humdified neph upstream RH (%),measurement cell pressure (hPa),measurement cell pressure (hPa)
DateTimeUTC,Size,BsB_S11,BsB_S12,BsG_S11,BsG_S12,BsR_S11,BsR_S12,BbsB_S11,BbsB_S12,BbsG_S11,BbsG_S12,BbsR_S11,BbsR_S12,T_S11,T_S12,T_V12,U_S11,U_S12,U_V12,P_S11,P_S12
2024-10-04 18:06:00,PM10,,,,,,,,,,,,,029.5,027.7,027.6,042.5,050.0,049.3,0903.3,0898.8
2024-10-04 18:07:00,PM10,,,,,,,,,,,,,029.5,027.7,027.5,043.6,050.9,049.5,0903.3,0898.8
2024-10-04 18:08:00,PM10,,,,,,,,,,,,,029.5,027.7,027.5,044.4,051.5,049.6,0903.4,0898.8
2024-10-04 18:09:00,PM10,,,,,,,,,,,,,029.5,027.6,027.6,039.6,046.1,050.7,0900.4,0896.9
2024-10-04 18:10:00,PM10,0029.97,0030.52,0023.19,0022.99,0016.20,0015.63,0004.86,0005.10,0003.69,0003.34,0003.13,0003.57,029.5,027.5,027.7,035.1,042.9,048.9,0899.7,0896.2
2024-10-04 18:11:00,PM10,0031.59,0031.85,0023.85,0022.29,0016.44,0014.48,0005.18,0004.34,0003.76,0004.33,0002.89,0003.25,029.5,027.5,027.7,034.3,042.9,048.6,0899.7,0896.2
2024-10-04 18:12:00,PM10,0031.82,0031.73,0023.03,0023.18,0017.67,0016.30,0005.03,0005.49,0004.38,0003.73,0003.08,0003.78,029.5,027.5,027.8,034.0,042.9,048.3,0899.7,0896.2
2024-10-04 18:13:00,PM10,0032.31,0031.67,0023.65,0023.04,0016.24,0016.09,0004.75,0004.42,0004.09,0003.87,0003.83,0003.77,029.5,027.5,027.8,033.8,042.9,048.2,0899.7,0896.2
2024-10-04 18:14:00,PM10,0032.29,0031.17,0023.34,0022.93,0015.83,0015.02,0004.55,0004.60,0004.29,0003.94,0003.77,0003.18,029.6,027.5,027.9,033.7,043.2,048.3,0899.7,0896.2
2024-10-04 18:15:00,PM10,0031.00,0031.23,0023.40,0023.08,0015.57,0014.63,0004.26,0004.01,0003.46,0003.61,0003.28,0003.53,029.6,027.5,027.9,033.7,045.1,050.4,0899.6,0896.1
2024-10-04 18:16:00,PM10,0030.02,0029.90,0021.79,0022.25,0015.53,0015.36,0004.54,0004.33,0003.79,0003.53,0003.54,0003.98,029.6,027.5,027.9,033.8,050.8,056.4,0899.7,0896.1
2024-10-04 18:17:00,PM10,0030.09,0030.30,0021.94,0023.05,0014.97,0015.22,0004.96,0004.90,0003.64,0003.30,0003.86,0003.65,029.6,027.5,028.0,033.7,052.8,058.7,0899.7,0896.1
2024-10-04 18:18:00,PM10,0030.13,0032.63,0023.96,0022.65,0016.28,0018.27,0004.36,0004.51,0004.11,0004.25,0003.91,0003.02,029.6,027.5,028.0,033.6,056.3,062.6,0899.6,0896.1
2024-10-04 18:19:00,PM10,0027.42,0029.14,0021.53,0021.72,0013.95,0015.14,0004.80,0004.18,0003.84,0002.80,0003.39,0003.10,029.6,027.5,028.0,033.6,058.9,065.8,0899.6,0896.1
2024-10-04 18:20:00,PM10,0026.33,0029.30,0019.33,0021.43,0013.66,0014.30,0004.18,0004.20,0003.62,0002.59,0002.76,0003.00,029.6,027.5,028.0,033.4,062.0,069.8,0899.6,0896.1
2024-10-04 18:21:00,PM10,0026.78,0028.40,0019.61,0021.03,0013.93,0015.18,0004.20,0004.88,0002.96,0003.58,0003.34,0003.18,029.6,027.5,028.0,033.4,064.2,072.7,0899.6,0896.1
2024-10-04 18:22:00,PM10,0025.24,0029.58,0018.81,0021.26,0012.47,0014.64,0004.24,0003.81,0004.55,0003.23,0003.30,0003.17,029.6,027.5,028.0,033.4,064.9,073.9,0899.6,0896.1
2024-10-04 18:23:00,PM10,0024.96,0027.75,0018.11,0020.91,0012.93,0014.31,0003.81,0003.65,0003.58,0003.59,0003.19,0003.25,029.6,027.5,028.0,033.5,065.9,075.4,0899.6,0896.0
2024-10-04 18:24:00,PM10,0025.05,0030.21,0018.93,0021.49,0012.40,0015.07,0003.96,0004.33,0003.11,0004.04,0002.73,0003.49,029.6,027.5,027.9,033.5,067.0,077.1,0899.6,0896.0
2024-10-04 18:25:00,PM10,0026.30,0030.98,0019.06,0022.55,0013.49,0014.77,0004.23,0003.30,0003.15,0003.58,0002.99,0002.95,029.6,027.5,027.9,033.4,068.9,079.3,0899.5,0896.0
2024-10-04 18:26:00,PM10,0026.62,0031.35,0019.17,0021.97,0012.74,0015.86,0003.78,0004.38,0003.33,0003.74,0003.16,0002.77,029.6,027.5,027.9,033.3,070.5,081.3,0899.6,0896.0
2024-10-04 18:27:00,PM10,0028.07,0033.03,0020.65,0024.16,0015.03,0017.13,0004.78,0004.06,0003.74,0003.77,0003.15,0002.99,029.6,027.5,027.9,033.2,071.4,082.6,0899.5,0896.0
2024-10-04 18:28:00,PM10,0028.10,0033.87,0021.12,0023.76,0013.67,0016.90,0004.60,0004.56,0003.67,0003.64,0003.21,0003.04,029.6,027.5,028.0,033.3,072.2,083.5,0899.6,0896.1
2024-10-04 18:29:00,PM10,0029.27,0034.77,0020.56,0025.47,0014.64,0017.70,0004.40,0004.61,0003.45,0004.20,0003.11,0003.49,029.6,027.5,028.0,033.5,072.9,084.3,0899.6,0896.1
2024-10-04 18:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-04 18:31:00,PM1,0028.54,0034.39,0020.84,0025.94,0013.04,0017.86,0005.03,0004.64,0003.39,0003.86,0003.36,0002.98,029.6,027.5,028.0,033.3,074.4,084.6,0892.4,0888.9
2024-10-04 18:32:00,PM1,0030.42,0036.39,0022.36,0026.31,0013.86,0018.08,0004.63,0004.77,0003.58,0003.79,0003.23,0003.58,029.6,027.5,028.0,033.2,073.8,083.9,0892.3,0888.8
2024-10-04 18:33:00,PM1,0030.76,0036.46,0021.84,0026.01,0014.32,0018.11,0004.64,0004.73,0003.58,0004.45,0003.49,0003.57,029.6,027.6,028.0,033.1,074.4,084.3,0892.3,0888.8
2024-10-04 18:34:00,PM1,0030.87,0036.58,0021.80,0026.13,0015.36,0018.74,0004.45,0005.03,0003.75,0003.84,0003.28,0003.11,029.7,027.6,028.1,033.0,072.6,082.1,0892.3,0888.8
2024-10-04 18:35:00,PM1,0030.63,0036.14,0022.88,0025.70,0016.65,0017.34,0004.70,0005.40,0004.07,0003.99,0003.40,0003.53,029.7,027.6,028.1,033.0,070.6,079.3,0892.2,0888.8
2024-10-04 18:36:00,PM1,0032.36,0037.08,0023.37,0026.60,0015.70,0018.06,0004.28,0004.96,0003.80,0004.01,0003.21,0003.51,029.7,027.6,028.1,033.0,069.3,077.6,0892.3,0888.8
2024-10-04 18:37:00,PM1,0032.51,0037.19,0023.31,0025.32,0016.05,0018.15,0004.76,0005.39,0003.70,0003.96,0003.69,0003.97,029.7,027.6,028.1,033.1,068.4,076.5,0892.3,0888.8
2024-10-04 18:38:00,PM1,0031.23,0034.74,0022.80,0026.32,0015.25,0017.02,0004.85,0004.34,0004.01,0003.54,0003.39,0003.14,029.7,027.6,028.1,033.2,067.0,075.0,0892.3,0888.8
2024-10-04 18:39:00,PM1,0030.78,0034.94,0022.68,0024.02,0015.28,0016.12,0004.28,0004.52,0003.92,0003.05,0003.16,0003.20,029.7,027.6,028.1,033.1,066.1,073.9,0892.3,0888.8
2024-10-04 18:40:00,PM1,0030.89,0031.62,0021.45,0023.13,0014.58,0016.59,0004.67,0004.64,0003.61,0003.84,0002.89,0003.55,029.7,027.6,028.1,033.0,064.6,072.3,0892.3,0888.8
2024-10-04 18:41:00,PM1,0028.46,0031.43,0020.79,0021.14,0014.61,0015.77,0004.64,0004.77,0003.57,0003.32,0003.08,0003.34,029.7,027.6,028.0,032.9,062.8,070.6,0892.3,0888.8
2024-10-04 18:42:00,PM1,0028.83,0030.48,0021.32,0022.16,0013.41,0015.02,0004.60,0004.38,0003.47,0003.55,0003.26,0002.95,029.7,027.6,028.0,032.9,059.5,066.9,0892.2,0888.7
2024-10-04 18:43:00,PM1,0027.46,0029.00,0020.71,0021.33,0013.98,0013.68,0004.74,0004.37,0003.38,0003.56,0002.97,0003.22,029.7,027.6,028.0,032.9,056.7,063.8,0892.2,0888.7
2024-10-04 18:44:00,PM1,0026.38,0029.73,0019.63,0019.86,0013.53,0014.01,0004.25,0004.14,0002.92,0002.98,0003.29,0002.78,029.7,027.6,028.0,033.1,054.3,061.3,0892.2,0888.7
2024-10-04 18:45:00,PM1,0026.43,0027.29,0019.84,0019.31,0013.16,0013.96,0004.18,0003.38,0003.49,0003.35,0002.62,0003.05,029.7,027.6,028.0,033.2,052.1,058.9,0892.1,0888.6
2024-10-04 18:46:00,PM1,0024.82,0026.02,0018.74,0018.75,0012.65,0012.38,0004.23,0004.19,0003.49,0003.19,0003.09,0003.26,029.7,027.6,028.0,033.3,050.3,057.0,0892.1,0888.6
2024-10-04 18:47:00,PM1,0025.22,0025.49,0017.71,0017.94,0012.27,0011.75,0003.30,0004.05,0003.04,0003.39,0002.96,0002.90,029.7,027.6,028.0,033.2,048.7,055.2,0892.1,0888.6
2024-10-04 18:48:00,PM1,0025.62,0025.06,0017.70,0018.25,0012.28,0012.96,0004.31,0003.72,0003.10,0002.92,0002.96,0002.26,029.7,027.6,028.0,033.1,047.5,053.8,0892.0,0888.5
2024-10-04 18:49:00,PM1,0025.47,0025.37,0018.31,0018.09,0012.28,0013.07,0004.23,0003.27,0003.14,0002.71,0002.68,0003.16,029.7,027.6,028.0,032.9,046.4,052.6,0892.0,0888.5
2024-10-04 18:50:00,PM1,0025.76,0026.60,0018.79,0018.65,0012.54,0012.32,0004.11,0003.97,0003.25,0003.36,0002.95,0002.96,029.7,027.6,028.0,032.8,045.8,051.6,0892.1,0888.6
2024-10-04 18:51:00,PM1,0026.23,0027.62,0018.67,0018.69,0012.64,0014.13,0003.91,0004.68,0003.25,0003.31,0002.66,0003.23,029.7,027.6,028.1,032.8,045.2,050.9,0892.1,0888.6
2024-10-04 18:52:00,PM1,0028.52,0027.91,0020.11,0019.83,0013.02,0013.69,0004.27,0003.48,0003.51,0002.87,0002.86,0002.69,029.7,027.6,028.1,032.8,044.9,050.3,0892.1,0888.6
2024-10-04 18:53:00,PM1,0028.00,0027.36,0020.95,0019.94,0013.74,0012.96,0004.27,0004.27,0003.75,0002.80,0002.88,0003.23,029.7,027.6,028.2,033.0,044.7,049.7,0892.1,0888.6
2024-10-04 18:54:00,PM1,0029.35,0029.19,0021.59,0020.30,0014.13,0013.27,0003.98,0004.11,0003.60,0003.49,0003.09,0002.80,029.7,027.6,028.1,033.0,044.5,049.3,0892.1,0888.6
2024-10-04 18:55:00,PM1,0029.98,0029.83,0020.84,0021.38,0014.94,0014.37,0004.35,0004.57,0004.17,0003.77,0003.39,0003.29,029.7,027.6,028.1,033.0,044.0,048.7,0892.1,0888.6
2024-10-04 18:56:00,PM1,0029.86,0030.48,0022.61,0021.29,0014.60,0014.55,0004.44,0004.46,0004.12,0003.98,0003.28,0003.30,029.7,027.6,028.1,032.9,043.7,048.3,0892.1,0888.6
2024-10-04 18:57:00,PM1,0031.12,0031.57,0022.19,0022.30,0015.43,0013.61,0004.93,0004.26,0003.98,0004.04,0003.64,0002.40,029.7,027.6,028.1,032.8,043.5,048.0,0892.1,0888.7
2024-10-04 18:58:00,PM1,0031.69,0032.74,0022.20,0022.19,0014.62,0015.04,0004.96,0005.18,0003.80,0003.99,0003.04,0003.11,029.7,027.6,028.1,032.8,043.3,048.1,0892.1,0888.7
2024-10-04 18:59:00,PM1,0032.53,0032.81,0024.14,0022.24,0015.01,0015.06,0004.72,0004.97,0003.99,0004.21,0003.52,0003.34,029.7,027.6,028.1,032.8,043.2,048.3,0892.2,0888.7
2024-10-04 19:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-04 19:01:00,PM10,0035.73,0035.41,0026.20,0025.46,0016.74,0018.11,0004.91,0004.91,0004.29,0004.10,0004.00,0003.32,029.7,027.6,028.1,033.4,043.5,048.4,0899.5,0896.0
2024-10-04 19:02:00,PM10,0034.87,0035.20,0025.70,0024.40,0017.37,0016.97,0004.87,0005.27,0004.26,0004.11,0003.82,0003.28,029.7,027.6,028.0,033.5,043.4,048.4,0899.5,0896.0
2024-10-04 19:03:00,PM10,0034.09,0034.92,0025.02,0024.00,0016.11,0016.36,0005.24,0005.15,0004.33,0004.00,0003.59,0003.21,029.7,027.6,028.0,033.4,043.2,048.2,0899.5,0896.0
2024-10-04 19:04:00,PM10,0033.77,0033.00,0024.53,0023.92,0016.99,0017.68,0004.72,0004.77,0003.61,0003.78,0003.61,0003.33,029.7,027.6,028.0,033.3,043.1,048.1,0899.5,0896.0
2024-10-04 19:05:00,PM10,0032.85,0032.72,0024.40,0022.89,0015.61,0016.29,0005.40,0004.67,0004.03,0003.54,0003.70,0003.64,029.7,027.6,028.0,033.3,043.0,047.9,0899.5,0896.0
2024-10-04 19:06:00,PM10,0032.01,0032.58,0023.34,0022.53,0015.57,0016.36,0004.89,0004.20,0004.34,0004.04,0003.45,0002.66,029.7,027.6,028.0,033.2,042.9,047.7,0899.4,0895.9
2024-10-04 19:07:00,PM10,0029.73,0031.59,0021.94,0021.81,0015.52,0015.74,0004.60,0004.76,0004.03,0004.08,0003.30,0003.52,029.7,027.6,028.1,033.2,042.9,047.6,0899.5,0895.9
2024-10-04 19:08:00,PM10,0029.14,0029.95,0021.66,0021.15,0015.05,0015.08,0004.59,0004.46,0003.70,0003.84,0003.01,0003.04,029.7,027.6,028.1,033.2,043.0,047.5,0899.5,0895.9
2024-10-04 19:09:00,PM10,0029.47,0029.12,0020.81,0020.48,0014.94,0013.64,0004.55,0004.96,0003.69,0003.85,0003.13,0003.44,029.7,027.6,028.1,033.4,043.2,047.6,0899.5,0895.9
2024-10-04 19:10:00,PM10,0028.77,0028.42,0020.59,0019.66,0014.15,0013.78,0004.70,0003.60,0003.77,0003.60,0002.85,0003.46,029.7,027.6,028.1,033.5,043.2,047.6,0899.4,0895.9
2024-10-04 19:11:00,PM10,0027.27,0028.04,0020.24,0019.14,0013.41,0013.48,0004.13,0004.05,0003.70,0003.20,0002.73,0002.97,029.7,027.6,028.2,033.5,043.2,047.4,0899.5,0895.9
2024-10-04 19:12:00,PM10,0026.32,0026.57,0019.16,0019.15,0013.70,0012.06,0004.42,0004.59,0003.55,0003.34,0003.38,0003.47,029.7,027.6,028.2,033.4,043.2,047.2,0899.4,0895.9
2024-10-04 19:13:00,PM10,0026.53,0028.10,0019.36,0019.25,0012.89,0013.24,0004.49,0005.02,0003.61,0003.27,0003.13,0003.94,029.7,027.6,028.2,033.5,043.4,047.4,0899.4,0895.9
2024-10-04 19:14:00,PM10,0028.21,0027.94,0020.58,0019.80,0013.50,0013.26,0004.34,0004.44,0003.76,0003.57,0003.23,0003.08,029.7,027.6,028.2,033.5,044.2,048.2,0899.4,0895.9
2024-10-04 19:15:00,PM10,0028.03,0029.38,0020.90,0020.59,0013.88,0013.84,0004.74,0004.83,0003.80,0004.28,0003.36,0003.23,029.7,027.6,028.2,033.5,045.9,050.5,0899.4,0895.9
2024-10-04 19:16:00,PM10,0028.57,0031.03,0021.21,0022.48,0015.26,0014.69,0003.80,0004.51,0003.73,0003.75,0003.35,0002.93,029.7,027.6,028.2,033.6,051.6,056.8,0899.4,0895.9
2024-10-04 19:17:00,PM10,0030.75,0032.20,0021.26,0022.49,0014.43,0016.49,0004.85,0004.52,0004.06,0003.36,0003.36,0003.13,029.7,027.6,028.2,033.7,053.3,059.0,0899.4,0895.9
2024-10-04 19:18:00,PM10,0032.10,0032.11,0022.51,0024.05,0015.73,0016.79,0004.60,0004.85,0004.14,0003.80,0003.44,0003.81,029.7,027.6,028.1,033.8,056.6,062.9,0899.4,0895.9
2024-10-04 19:19:00,PM10,0030.86,0033.56,0022.92,0024.10,0015.59,0016.77,0004.21,0004.99,0004.28,0004.15,0003.48,0003.96,029.7,027.6,028.1,033.7,059.0,065.9,0899.5,0895.9
2024-10-04 19:20:00,PM10,0032.76,0035.10,0023.28,0025.64,0016.57,0017.61,0004.64,0004.71,0004.04,0003.90,0003.46,0003.97,029.6,027.6,028.1,033.7,062.3,070.1,0899.4,0895.9
2024-10-04 19:21:00,PM10,0033.15,0037.30,0023.76,0025.95,0016.85,0018.55,0005.01,0004.94,0004.42,0003.89,0003.58,0003.90,029.6,027.6,028.1,033.7,064.3,072.6,0899.4,0895.9
2024-10-04 19:22:00,PM10,0033.47,0036.85,0025.45,0026.79,0016.54,0019.03,0005.28,0006.02,0003.97,0004.04,0003.33,0003.83,029.6,027.6,028.1,033.6,065.1,073.8,0899.4,0895.9
2024-10-04 19:23:00,PM10,0034.77,0039.11,0024.47,0028.24,0016.37,0018.05,0005.82,0005.05,0004.25,0004.41,0003.71,0003.98,029.6,027.6,028.1,033.6,066.4,075.4,0899.4,0895.9
2024-10-04 19:24:00,PM10,0034.80,0040.76,0025.01,0027.97,0017.78,0020.18,0005.02,0004.92,0004.21,0004.30,0003.89,0003.65,029.6,027.6,028.1,033.6,067.8,077.1,0899.5,0896.0
2024-10-04 19:25:00,PM10,0035.32,0040.94,0026.10,0029.64,0016.73,0020.88,0005.21,0005.31,0004.44,0005.07,0003.59,0003.80,029.6,027.6,028.1,033.7,069.9,079.4,0899.5,0896.0
2024-10-04 19:26:00,PM10,0036.98,0042.45,0025.85,0031.34,0019.20,0021.42,0005.47,0005.75,0004.69,0004.49,0004.00,0004.42,029.6,027.6,028.2,033.9,071.5,081.3,0899.5,0896.0
2024-10-04 19:27:00,PM10,0036.58,0042.23,0027.41,0031.48,0017.98,0022.90,0006.17,0005.56,0004.57,0004.87,0004.18,0004.25,029.6,027.6,028.2,034.0,072.4,082.5,0899.5,0896.0
2024-10-04 19:28:00,PM10,0034.39,0041.18,0024.19,0030.10,0017.70,0020.10,0004.79,0005.31,0004.08,0003.82,0003.66,0003.36,029.6,027.6,028.2,034.0,073.4,083.3,0899.5,0896.0
2024-10-04 19:29:00,PM10,0032.08,0039.17,0022.62,0028.09,0015.35,0020.01,0005.08,0004.78,0004.05,0004.25,0003.37,0003.84,029.6,027.6,028.2,033.7,074.1,084.2,0899.5,0896.0
2024-10-04 19:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-04 19:31:00,PM1,0029.95,0037.41,0021.57,0026.49,0013.93,0017.87,0005.04,0004.84,0003.86,0004.48,0003.54,0003.31,029.6,027.6,028.3,033.2,076.0,084.6,0892.2,0888.7
2024-10-04 19:32:00,PM1,0028.64,0036.47,0020.84,0025.87,0013.86,0017.77,0004.79,0005.19,0003.33,0003.63,0003.11,0003.29,029.6,027.6,028.3,033.4,075.3,084.0,0892.2,0888.7
2024-10-04 19:33:00,PM1,0028.05,0034.90,0020.47,0025.30,0013.94,0018.16,0004.60,0004.89,0003.62,0003.47,0002.78,0003.23,029.6,027.6,028.2,033.6,075.4,084.2,0892.2,0888.8
2024-10-04 19:34:00,PM1,0027.90,0033.14,0019.74,0023.66,0013.46,0016.48,0004.44,0004.99,0003.32,0004.06,0002.77,0003.00,029.6,027.6,028.2,033.7,073.7,082.6,0892.2,0888.7
2024-10-04 19:35:00,PM1,0026.62,0031.28,0019.64,0022.42,0011.96,0015.02,0003.96,0004.16,0004.04,0003.39,0003.32,0003.41,029.6,027.6,028.1,033.7,070.4,079.2,0892.2,0888.7
2024-10-04 19:36:00,PM1,0025.54,0029.48,0017.86,0020.74,0012.63,0014.02,0004.01,0003.83,0003.40,0002.84,0002.82,0002.98,029.6,027.6,028.1,033.4,069.0,077.7,0892.2,0888.7
2024-10-04 19:37:00,PM1,0024.75,0028.92,0018.79,0020.83,0011.84,0013.84,0003.91,0004.03,0003.18,0002.66,0002.55,0003.30,029.6,027.6,028.1,033.1,068.3,077.2,0892.2,0888.7
2024-10-04 19:38:00,PM1,0025.65,0029.52,0019.13,0020.52,0012.48,0015.08,0004.16,0004.01,0003.20,0003.20,0003.42,0002.63,029.6,027.6,028.1,032.8,066.7,075.5,0892.2,0888.7
2024-10-04 19:39:00,PM1,0026.28,0029.92,0018.59,0021.18,0012.82,0013.15,0003.56,0003.10,0002.95,0003.54,0002.89,0002.44,029.6,027.7,028.1,032.8,065.2,073.8,0892.1,0888.7
2024-10-04 19:40:00,PM1,0027.48,0029.87,0020.01,0021.60,0013.45,0014.99,0004.46,0004.81,0003.66,0003.35,0003.06,0002.91,029.6,027.7,028.1,032.8,063.9,072.2,0892.1,0888.7
2024-10-04 19:41:00,PM1,0028.28,0031.28,0019.29,0022.11,0013.60,0014.94,0004.54,0004.32,0002.88,0003.92,0002.63,0003.36,029.6,027.7,028.1,033.0,062.5,070.5,0892.1,0888.7
2024-10-04 19:42:00,PM1,0028.69,0031.51,0020.78,0022.66,0014.42,0014.61,0004.79,0004.38,0003.51,0003.81,0002.89,0003.62,029.6,027.7,028.1,033.2,059.9,067.2,0892.1,0888.6
2024-10-04 19:43:00,PM1,0029.16,0032.00,0021.49,0021.37,0014.41,0015.31,0004.49,0004.24,0003.77,0003.72,0003.09,0003.32,029.6,027.7,028.1,033.2,056.9,063.7,0892.1,0888.6
2024-10-04 19:44:00,PM1,0029.93,0031.02,0021.13,0021.80,0013.79,0015.41,0004.79,0004.29,0004.14,0003.21,0003.37,0003.23,029.6,027.7,028.1,033.2,054.6,061.0,0892.1,0888.6
2024-10-04 19:45:00,PM1,0031.96,0032.27,0022.48,0022.34,0014.82,0015.24,0004.68,0004.54,0003.69,0004.11,0003.39,0003.80,029.6,027.7,028.2,033.2,052.4,058.4,0892.1,0888.6
2024-10-04 19:46:00,PM1,0031.69,0033.05,0023.42,0023.35,0015.66,0015.66,0004.93,0004.61,0004.07,0004.13,0003.29,0003.11,029.6,027.7,028.2,033.1,050.5,056.1,0892.0,0888.6
2024-10-04 19:47:00,PM1,0032.35,0033.11,0024.07,0023.33,0015.37,0015.64,0004.77,0004.54,0004.14,0003.67,0003.17,0003.12,029.6,027.7,028.3,033.1,049.5,054.8,0892.1,0888.6
2024-10-04 19:48:00,PM1,0032.67,0034.44,0024.22,0024.02,0015.51,0016.05,0005.22,0005.30,0004.10,0003.82,0003.04,0003.21,029.6,027.7,028.3,033.1,048.5,053.5,0892.0,0888.6
2024-10-04 19:49:00,PM1,0034.08,0034.70,0024.73,0024.04,0016.68,0015.40,0004.82,0005.26,0004.32,0004.44,0003.42,0004.05,029.6,027.7,028.3,033.2,047.6,052.4,0892.1,0888.6
2024-10-04 19:50:00,PM1,0034.76,0035.37,0024.61,0023.98,0015.39,0016.87,0004.90,0005.24,0004.02,0003.85,0003.91,0003.88,029.6,027.7,028.3,033.3,046.8,051.5,0892.1,0888.6
2024-10-04 19:51:00,PM1,0033.97,0034.06,0025.39,0024.57,0016.79,0018.22,0004.85,0004.92,0004.02,0003.77,0002.79,0003.60,029.6,027.7,028.2,033.3,046.0,050.6,0892.1,0888.6
2024-10-04 19:52:00,PM1,0033.55,0033.67,0024.63,0024.67,0016.30,0015.62,0004.83,0004.91,0004.14,0004.16,0003.62,0004.59,029.6,027.7,028.2,033.1,045.2,049.8,0892.1,0888.6
2024-10-04 19:53:00,PM1,0031.98,0032.25,0023.56,0023.65,0015.44,0016.33,0005.03,0004.63,0004.06,0004.16,0003.30,0003.27,029.6,027.7,028.2,033.0,044.7,049.2,0892.0,0888.6
2024-10-04 19:54:00,PM1,0032.45,0031.84,0023.11,0022.34,0016.25,0015.42,0004.60,0004.72,0003.62,0004.29,0003.58,0002.90,029.7,027.7,028.1,033.0,044.2,048.7,0892.1,0888.6
2024-10-04 19:55:00,PM1,0032.47,0032.22,0022.53,0022.92,0016.14,0016.94,0005.20,0004.70,0003.96,0003.99,0003.45,0003.84,029.7,027.7,028.1,032.9,044.0,048.6,0892.0,0888.6
2024-10-04 19:56:00,PM1,0029.05,0030.64,0021.90,0020.94,0015.22,0014.77,0005.02,0004.57,0003.54,0003.71,0003.22,0003.67,029.7,027.7,028.1,033.0,043.8,048.7,0892.0,0888.5
2024-10-04 19:57:00,PM1,0029.10,0029.70,0021.12,0020.13,0013.60,0013.61,0004.65,0004.75,0004.03,0003.56,0003.11,0003.60,029.7,027.7,028.1,033.1,043.7,048.9,0892.0,0888.5
2024-10-04 19:58:00,PM1,0028.66,0029.08,0020.54,0019.25,0013.62,0012.42,0004.61,0003.65,0003.53,0003.83,0002.97,0003.06,029.7,027.7,028.0,033.3,043.7,049.1,0892.0,0888.5
2024-10-04 19:59:00,PM1,0027.56,0027.98,0019.90,0018.93,0012.85,0012.58,0004.16,0004.13,0003.22,0003.46,0003.14,0002.64,029.7,027.7,028.0,033.3,043.5,049.1,0892.0,0888.5
2024-10-04 20:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-04 20:01:00,PM10,0028.04,0027.30,0020.64,0019.97,0015.18,0013.41,0004.51,0003.97,0003.34,0003.32,0002.81,0003.76,029.7,027.7,028.0,033.7,043.6,048.9,0899.3,0895.8
2024-10-04 20:02:00,PM10,0027.02,0026.82,0019.99,0019.21,0013.46,0013.64,0004.30,0004.53,0004.08,0003.76,0003.22,0003.45,029.7,027.7,028.0,033.6,043.3,048.5,0899.4,0895.8
2024-10-04 20:03:00,PM10,0027.93,0027.50,0019.76,0019.30,0013.51,0013.93,0004.30,0004.12,0003.64,0003.72,0002.88,0003.58,029.7,027.7,028.0,033.3,042.9,048.0,0899.3,0895.8
2024-10-04 20:04:00,PM10,0028.95,0028.29,0021.29,0019.40,0015.24,0013.94,0004.66,0003.78,0003.40,0003.49,0002.78,0003.33,029.6,027.6,028.0,033.2,042.9,047.8,0899.3,0895.8
2024-10-04 20:05:00,PM10,0029.04,0029.66,0021.85,0021.11,0014.00,0014.18,0004.61,0004.38,0003.98,0003.71,0003.49,0003.79,029.6,027.6,028.0,033.3,043.0,047.9,0899.3,0895.8
2024-10-04 20:06:00,PM10,0032.49,0030.68,0022.70,0022.78,0015.99,0014.65,0004.82,0004.62,0004.13,0002.94,0003.70,0003.54,029.6,027.6,028.1,033.5,043.2,048.1,0899.3,0895.8
2024-10-04 20:07:00,PM10,0032.57,0033.28,0023.59,0022.98,0015.03,0016.70,0004.84,0004.73,0004.21,0003.16,0003.69,0004.04,029.6,027.6,028.1,033.6,043.3,048.0,0899.3,0895.8
2024-10-04 20:08:00,PM10,0032.94,0032.75,0023.56,0024.09,0016.23,0017.01,0004.81,0004.83,0004.24,0004.16,0003.51,0003.72,029.7,027.6,028.1,033.5,043.2,047.7,0899.3,0895.8
2024-10-04 20:09:00,PM10,0033.30,0033.35,0024.89,0023.68,0017.28,0016.74,0005.18,0005.27,0004.55,0003.53,0003.80,0003.92,029.6,027.6,028.1,033.7,043.4,047.8,0899.3,0895.7
2024-10-04 20:10:00,PM10,0033.83,0034.83,0024.50,0023.87,0016.63,0017.08,0005.25,0004.98,0003.94,0004.41,0003.70,0003.80,029.6,027.6,028.2,033.8,043.5,047.8,0899.3,0895.8
